Date,Open,High,Low,Close,Adj Close,Volume
2021-09-22,159.31,276.86,267.7,184.54,199.3,3258374
2021-09-23,298.4,291.71,163.32,108.55,132.56,3918874
2021-09-24,149.88,141.5,256.7,223.09,174.31,3159060
2021-09-27,121.18,257.69,222.04,172.74,283.58,8665464
2021-09-28,290.19,154.67,256.82,102.75,191.86,9956427
2021-09-29,146.68,277.43,182.27,194.46,202.44,2758735
2021-09-30,237.95,133.11,249.52,118.33,194.38,6425557
2021-10-01,111.67,233.19,181.7,225.63,176.94,5768859
2021-10-04,246.14,116.84,117.75,205.3,112.13,5117130
2021-10-05,276.34,294.78,210.12,200.07,145.84,5818608
2021-10-06,154.49,240.13,190.87,287.38,200.0,1482038
2021-10-07,175.81,268.36,150.58,276.09,216.89,9021366
2021-10-08,174.86,213.33,278.42,242.79,195.63,2254002
2021-10-11,249.76,195.36,176.57,215.51,172.78,5425730
2021-10-12,147.56,224.38,107.83,150.47,260.7,8760331
2021-10-13,134.37,205.75,176.43,101.63,238.95,4023238
2021-10-14,189.86,193.88,184.9,123.93,289.08,6906647
2021-10-15,160.89,251.89,272.33,164.06,105.55,2834869
2021-10-18,267.84,135.64,259.84,139.35,248.82,7146237
2021-10-19,147.55,134.23,139.99,214.0,112.28,3048703
2021-10-20,200.48,186.37,267.81,206.99,158.2,6558520
2021-10-21,288.52,164.15,149.59,177.96,283.42,5942890
2021-10-22,226.8,114.82,168.39,260.11,255.07,4663747
2021-10-25,273.46,268.89,115.36,246.23,232.4,9477015
2021-10-26,288.04,254.32,111.07,237.58,179.94,7572415
2021-10-27,250.15,208.78,236.17,200.54,109.97,4150667
2021-10-28,239.92,295.86,284.67,108.69,152.05,2703666
2021-10-29,293.59,114.52,198.6,185.61,196.17,9303837
2021-11-01,298.88,253.33,268.82,199.84,184.56,5487381
2021-11-02,190.36,153.27,258.75,189.57,191.63,6598409
2021-11-03,114.17,173.72,232.94,100.89,106.06,5288019
2021-11-04,158.56,143.86,295.65,230.49,226.61,8506404
2021-11-05,130.47,257.81,260.44,151.48,190.19,8584559
2021-11-08,183.5,128.85,154.97,108.93,103.36,8385660
2021-11-09,126.26,268.0,257.8,200.69,287.84,6189038
2021-11-10,220.82,232.32,238.53,284.11,139.54,3426242
2021-11-11,176.56,111.8,179.9,105.89,133.92,3569737
2021-11-12,279.08,262.2,115.36,102.75,251.02,2689827
2021-11-15,293.56,225.55,142.87,217.55,169.73,7659080
2021-11-16,209.38,281.0,259.45,208.6,222.31,5910339
2021-11-17,154.96,249.74,149.7,103.14,101.19,7334672
2021-11-18,218.45,212.22,299.57,120.61,186.29,5499912
2021-11-19,279.35,267.31,238.8,267.28,104.97,2568502
2021-11-22,181.35,155.61,195.44,190.53,141.91,5170007
2021-11-23,210.42,209.39,214.09,124.88,138.94,8117565
2021-11-24,154.33,158.72,222.17,131.18,294.19,1451867
2021-11-25,191.09,293.64,293.79,222.28,160.48,1600122
2021-11-26,180.34,145.24,132.35,165.73,267.85,8647296
2021-11-29,149.68,103.15,154.48,105.14,184.15,2720129
2021-11-30,201.17,165.17,241.92,227.2,272.43,5251542
2021-12-01,162.08,200.5,147.97,106.47,232.56,8797168
2021-12-02,174.61,105.67,274.26,122.06,101.42,4172940
2021-12-03,204.99,211.85,169.31,131.75,122.32,4811068
2021-12-06,250.12,274.86,136.17,128.66,106.27,6929906
2021-12-07,166.7,240.95,109.52,252.31,118.09,2543808
2021-12-08,284.83,224.59,219.12,118.69,144.06,9641145
2021-12-09,272.46,291.19,265.06,129.73,257.12,1352211
2021-12-10,109.74,291.66,154.76,189.4,246.74,5169333
2021-12-13,150.73,264.85,283.51,128.02,148.94,6671803
2021-12-14,189.23,221.55,251.55,249.39,178.08,2592314
2021-12-15,120.93,197.55,112.26,197.55,271.9,7588470
2021-12-16,169.7,102.66,214.53,275.93,114.46,3962847
2021-12-17,248.02,221.25,213.49,107.62,212.96,7238980
2021-12-20,236.1,297.82,140.47,271.04,123.01,3128999
2021-12-21,224.48,263.62,166.91,130.76,298.81,9138857
2021-12-22,242.11,168.12,191.66,285.13,188.33,3634457
2021-12-23,140.98,130.41,109.62,165.21,283.05,8784213
2021-12-24,168.34,256.81,129.96,202.16,130.6,8918007
2021-12-27,235.25,248.79,132.8,104.74,298.06,9550686
2021-12-28,275.85,293.41,175.85,245.83,111.86,2186528
2021-12-29,208.74,274.97,249.47,142.75,111.78,9183951
2021-12-30,156.54,211.13,266.26,283.32,264.65,7139420
2021-12-31,106.05,120.26,132.57,232.36,255.32,5232439
2022-01-03,242.07,196.7,250.38,156.72,149.59,3631590
2022-01-04,101.58,162.74,234.14,152.18,149.37,2484365
2022-01-05,174.54,202.48,278.14,134.1,194.53,5365763
2022-01-06,206.11,160.34,293.76,260.37,288.72,5503915
2022-01-07,284.42,272.36,124.89,187.7,225.18,7084391
2022-01-10,117.9,268.87,116.13,155.39,266.51,5491875
2022-01-11,181.19,163.09,259.95,290.56,273.42,7089752
2022-01-12,104.86,219.92,132.43,260.45,126.89,7462947
2022-01-13,168.52,186.04,138.91,217.26,215.76,9690020
2022-01-14,224.45,281.82,276.41,260.49,297.39,7738200
2022-01-17,155.81,137.47,287.79,124.03,119.13,2839576
2022-01-18,141.95,239.55,163.69,234.43,188.71,7478097
2022-01-19,123.14,294.08,268.43,164.83,252.97,3704191
2022-01-20,215.43,135.06,271.77,237.5,297.92,8629333
2022-01-21,239.05,140.39,221.08,292.33,123.94,7245624
2022-01-24,234.39,238.74,213.22,256.07,180.89,1999703
2022-01-25,289.77,255.83,215.17,213.11,250.59,4384429
2022-01-26,100.54,198.11,160.26,249.11,218.82,3353807
2022-01-27,229.44,221.94,223.77,193.67,275.73,7383710
2022-01-28,220.08,142.54,148.72,155.99,120.43,8664358
2022-01-31,217.75,195.32,135.53,108.13,208.5,1102397
2022-02-01,292.55,122.41,182.59,235.44,221.84,2272737
2022-02-02,103.37,164.28,241.16,128.52,262.85,3001736
2022-02-03,239.3,156.96,224.29,191.87,269.12,8880439
2022-02-04,262.74,188.93,292.98,233.35,194.83,8025002
2022-02-07,201.96,286.03,229.29,278.26,220.86,3615422
2022-02-08,166.79,136.25,128.26,221.87,101.57,9953509
2022-02-09,258.17,180.28,132.24,143.54,237.81,6891199
2022-02-10,119.45,223.12,118.61,194.81,103.09,5573877
2022-02-11,188.41,289.31,138.23,233.52,229.42,2694666
2022-02-14,203.99,126.63,219.59,139.06,201.18,7014045
2022-02-15,238.79,283.58,267.66,246.43,290.81,5434786
2022-02-16,118.18,116.21,278.77,252.76,132.61,1558078
2022-02-17,145.55,196.15,180.01,204.51,176.76,2254903
2022-02-18,182.06,190.92,211.72,271.76,271.46,4630347
2022-02-21,224.66,141.92,261.84,144.95,202.82,1944026
2022-02-22,277.39,169.49,162.41,207.55,262.92,9183371
2022-02-23,223.77,190.83,219.13,278.83,201.49,2428839
2022-02-24,126.69,273.04,134.82,240.83,236.48,2431948
2022-02-25,296.12,291.01,195.31,261.37,276.31,9763732
2022-02-28,274.36,203.79,134.61,144.42,110.96,9779168
2022-03-01,200.54,274.02,192.49,214.56,276.17,3396217
2022-03-02,284.47,221.63,179.36,164.81,135.79,6150262
2022-03-03,208.28,169.82,186.65,231.78,251.06,6925889
2022-03-04,284.66,138.84,148.74,204.52,213.17,5491829
2022-03-07,265.98,182.63,127.21,225.1,166.58,6199635
2022-03-08,293.66,204.56,155.13,223.53,291.7,5921387
2022-03-09,283.96,108.89,147.92,247.29,268.29,2124435
2022-03-10,107.21,129.17,246.86,259.78,157.11,1139172
2022-03-11,134.95,220.04,243.4,112.38,140.54,4073045
2022-03-14,177.83,145.0,216.9,289.68,171.8,1748453
2022-03-15,290.43,267.47,118.27,181.29,166.42,3884806
2022-03-16,160.01,165.39,213.25,134.02,131.95,3503119
2022-03-17,132.09,120.97,115.85,284.4,287.48,5188592
2022-03-18,277.26,116.71,103.63,256.8,277.52,3312622
2022-03-21,189.28,287.42,170.52,184.07,274.97,1847137
2022-03-22,281.58,123.6,148.11,219.98,191.14,6286727
2022-03-23,132.05,128.18,218.93,145.24,257.92,3115886
2022-03-24,232.22,272.53,285.73,182.63,172.07,1652638
2022-03-25,188.05,150.86,243.97,180.19,272.12,5681262
2022-03-28,115.3,233.19,253.47,250.81,281.29,3450371
2022-03-29,239.29,263.35,290.18,186.34,207.66,7378137
2022-03-30,149.48,221.44,226.82,250.97,195.24,6053434
2022-03-31,107.92,291.5,215.55,258.02,206.54,8508721
2022-04-01,111.99,241.78,220.37,177.12,147.62,6392360
2022-04-04,112.22,122.55,273.16,188.01,118.37,1487766
2022-04-05,281.55,211.68,177.62,204.14,177.38,6512897
2022-04-06,247.98,243.64,259.07,100.7,256.81,8370339
2022-04-07,279.61,260.39,230.45,139.01,236.35,7056512
2022-04-08,234.52,105.26,160.91,269.43,268.17,4242019
2022-04-11,205.79,243.78,102.74,252.19,190.29,9557846
2022-04-12,160.89,265.14,141.98,115.43,124.85,3463720
2022-04-13,299.59,249.37,240.0,226.98,204.53,5878894
2022-04-14,172.44,202.47,215.94,104.15,107.9,9281648
2022-04-15,194.13,191.6,154.92,206.84,186.17,7655053
2022-04-18,175.65,209.88,186.86,132.3,140.28,7163333
2022-04-19,295.91,240.93,232.23,270.69,268.85,3933062
2022-04-20,134.93,284.58,125.42,222.96,125.79,9656062
2022-04-21,165.6,223.41,186.46,112.8,194.93,3662062
2022-04-22,236.07,277.57,183.32,228.25,177.03,9183461
2022-04-25,112.64,240.25,208.52,278.44,269.08,4568076
2022-04-26,221.45,113.67,204.38,246.74,212.32,6897670
2022-04-27,195.53,200.17,173.55,123.04,194.99,9993320
2022-04-28,156.8,157.3,252.55,233.02,219.24,2509251
2022-04-29,147.68,157.03,113.45,222.14,146.43,3973713
2022-05-02,202.9,171.19,107.11,226.27,204.28,3227120
2022-05-03,173.59,162.95,184.05,259.03,170.01,6122847
2022-05-04,191.3,215.72,279.34,160.88,121.78,2753359
2022-05-05,167.5,236.72,155.51,171.09,258.3,4705099
2022-05-06,294.1,153.75,134.46,140.36,172.16,3091781
2022-05-09,126.69,125.95,285.64,191.44,155.78,7674371
2022-05-10,119.36,111.76,133.64,181.97,100.11,3309912
2022-05-11,168.68,215.15,174.97,116.82,107.6,8990459
2022-05-12,218.21,137.23,245.8,148.52,150.37,4503795
2022-05-13,231.84,101.85,152.18,123.99,165.91,2558097
2022-05-16,179.45,285.55,145.97,210.9,239.83,6220666
2022-05-17,299.86,207.43,179.53,137.45,173.69,4511890
2022-05-18,170.38,118.49,257.47,165.12,259.3,8823900
2022-05-19,244.28,268.58,282.2,263.41,217.43,8454735
2022-05-20,227.52,296.64,106.26,214.37,170.11,1793060
2022-05-23,262.61,189.72,133.02,203.92,131.48,7668639
2022-05-24,295.25,108.5,291.72,288.87,100.27,4410190
2022-05-25,277.96,123.51,218.56,187.47,176.62,5013088
2022-05-26,252.91,176.33,210.28,276.73,181.34,9194096
2022-05-27,239.65,277.1,262.71,215.57,172.78,7380930
2022-05-30,167.1,129.61,107.96,181.07,260.48,5978795
2022-05-31,129.54,264.8,102.77,169.21,119.11,8472776
2022-06-01,112.53,103.0,293.5,280.68,122.98,5945809
2022-06-02,148.38,191.48,265.71,213.05,146.69,8430198
2022-06-03,186.46,228.88,249.48,150.34,202.75,2511026
2022-06-06,204.4,112.08,131.14,203.89,245.18,7992546
2022-06-07,254.62,222.95,195.32,149.95,280.73,8076424
2022-06-08,291.75,288.88,287.46,148.13,153.42,4121241
2022-06-09,123.46,132.05,286.72,125.83,125.56,7834537
2022-06-10,121.4,245.92,101.85,237.86,201.84,1581439
2022-06-13,217.94,221.82,250.5,256.21,159.92,3184909
2022-06-14,249.08,137.02,101.25,164.72,296.9,8475119
2022-06-15,269.63,101.24,296.86,181.86,107.97,8590584
2022-06-16,287.17,101.86,183.39,258.61,138.18,5558504
2022-06-17,296.69,206.42,294.7,103.26,250.71,6621430
2022-06-20,179.96,288.56,173.55,166.57,177.28,6442776
2022-06-21,176.07,228.86,158.64,161.52,212.45,3726975
2022-06-22,129.56,242.86,163.26,208.69,263.09,9027301
2022-06-23,236.99,198.77,246.14,278.97,233.37,5118465
2022-06-24,231.35,216.38,139.93,108.1,220.71,2613627
2022-06-27,272.41,125.27,272.81,268.55,236.36,6898990
2022-06-28,119.45,275.36,218.11,211.43,112.85,7629240
2022-06-29,199.56,252.16,293.98,217.53,119.56,5806168
2022-06-30,216.22,299.64,297.42,291.39,221.51,6871569
2022-07-01,148.31,159.54,137.04,125.66,173.57,6897678
2022-07-04,133.81,145.4,291.16,155.33,299.14,2880552
2022-07-05,271.92,125.03,109.31,146.01,264.13,9366629
2022-07-06,111.71,292.84,105.57,193.77,285.3,5565532
2022-07-07,194.12,256.18,288.77,215.97,136.09,9782264
2022-07-08,123.17,133.26,292.48,245.57,224.95,8792413
2022-07-11,191.41,210.54,129.45,110.61,105.58,1145103
2022-07-12,295.99,182.75,188.48,185.23,247.03,9464361
2022-07-13,184.74,130.3,198.82,284.85,108.44,5245343
2022-07-14,271.42,132.41,272.06,192.52,234.82,4514590
2022-07-15,123.46,292.69,225.58,263.52,142.47,1590511
2022-07-18,154.25,160.99,254.91,122.4,218.24,9109183
2022-07-19,180.76,288.29,197.02,157.94,155.19,4328742
2022-07-20,179.96,115.12,229.68,247.08,104.48,7160976
2022-07-21,234.28,192.16,247.08,224.27,237.11,7580613
2022-07-22,168.94,125.92,247.58,188.63,189.73,2071276
2022-07-25,242.75,100.96,100.35,233.78,244.85,5873814
2022-07-26,227.84,210.75,119.98,254.19,111.26,4978741
2022-07-27,179.83,122.78,172.73,279.5,206.04,9784420
2022-07-28,186.35,244.4,112.24,188.07,110.85,4729864
2022-07-29,222.91,239.62,176.6,228.52,128.77,4239957
2022-08-01,114.01,135.27,177.91,176.29,256.88,8596425
2022-08-02,264.48,288.35,284.05,285.41,145.73,7932254
2022-08-03,230.68,244.21,213.41,196.14,118.66,2874851
2022-08-04,245.27,159.59,241.27,182.1,128.36,1870328
2022-08-05,207.38,241.85,277.44,287.89,128.29,2246766
2022-08-08,122.1,246.39,188.43,100.39,268.76,4210395
2022-08-09,181.01,168.45,100.39,166.39,217.99,3902453
2022-08-10,181.07,175.12,157.07,267.64,258.47,7198852
2022-08-11,164.21,171.82,262.83,190.29,151.44,6042477
2022-08-12,105.99,223.32,280.37,169.68,225.27,4730292
2022-08-15,247.45,280.08,170.3,217.56,279.78,4323146
2022-08-16,121.96,134.64,158.8,180.94,206.79,5432556
2022-08-17,221.26,275.04,284.9,165.9,274.15,1384151
2022-08-18,240.64,105.53,170.21,153.19,143.61,5563434
2022-08-19,226.96,232.07,230.45,162.61,293.39,6876519
2022-08-22,291.83,182.89,156.06,284.83,115.94,1304888
2022-08-23,120.66,258.26,119.58,291.93,252.22,8323837
2022-08-24,273.43,244.24,200.25,119.77,140.34,2943669
2022-08-25,105.84,196.02,284.65,247.08,123.38,2918649
2022-08-26,206.98,228.77,223.73,231.55,211.81,3845529
2022-08-29,180.85,200.35,141.77,226.19,163.4,6939122
2022-08-30,204.84,262.3,236.49,106.57,144.5,8417958
2022-08-31,173.02,195.22,253.67,154.69,187.82,5792539
2022-09-01,138.11,204.63,164.15,249.22,297.68,7279713
2022-09-02,103.82,150.1,211.84,199.16,226.54,1666398
2022-09-05,203.63,221.01,236.39,104.78,155.72,5979496
2022-09-06,268.56,160.58,132.07,205.3,297.18,2557467
2022-09-07,174.64,215.46,292.82,269.56,155.83,6379449
2022-09-08,144.57,133.94,190.25,275.68,243.93,7449363
2022-09-09,116.11,131.89,295.93,279.73,152.67,6837176
2022-09-12,117.06,183.41,137.91,205.47,254.86,1758937
2022-09-13,144.28,185.36,196.75,193.39,228.8,4126664
2022-09-14,120.0,153.62,133.17,148.87,214.54,4097401
2022-09-15,153.01,126.32,102.04,273.22,191.78,6289295
2022-09-16,113.23,107.84,147.58,259.97,148.57,7883392
2022-09-19,113.12,105.05,180.64,272.71,221.89,3746104
2022-09-20,271.26,154.31,186.23,145.19,274.87,9541429
2022-09-21,132.42,192.37,277.3,119.58,106.26,9390998
2022-09-22,211.94,245.25,227.14,239.69,246.53,2236194
2022-09-23,254.69,194.97,186.89,282.63,275.98,2705896
2022-09-26,191.28,280.81,297.6,283.32,223.38,9264928
2022-09-27,130.67,107.04,222.84,205.73,151.69,8904182
2022-09-28,139.92,136.13,164.53,228.42,170.3,5656861
2022-09-29,186.6,167.7,238.26,122.42,249.76,4444932
2022-09-30,205.65,215.5,199.14,155.06,173.36,2123765
2022-10-03,169.89,270.55,276.23,207.55,101.61,8024696
2022-10-04,256.3,170.04,279.3,276.15,121.1,4376238
2022-10-05,250.2,153.6,173.47,196.83,157.07,8295126
2022-10-06,285.44,112.38,212.47,218.54,178.63,1292184
2022-10-07,105.79,264.26,153.15,111.11,172.86,4290109
2022-10-10,279.14,175.93,225.33,292.93,261.29,9033108
2022-10-11,178.51,214.31,298.47,198.49,144.32,6909076
2022-10-12,275.67,296.71,266.52,132.05,182.06,6275628
2022-10-13,238.16,100.32,173.28,167.79,262.85,4333262
2022-10-14,297.47,129.09,119.08,202.66,258.69,8060567
2022-10-17,251.86,255.82,293.34,127.7,141.05,3288131
2022-10-18,172.91,261.03,177.92,139.33,172.81,5305879
2022-10-19,200.21,253.85,158.68,283.18,131.26,8181172
2022-10-20,175.28,207.4,163.27,274.51,118.02,4356110
2022-10-21,172.98,295.77,197.98,124.46,210.84,3112658
2022-10-24,152.18,179.24,291.35,155.8,163.9,2598552
2022-10-25,199.19,220.39,297.32,227.12,202.74,4944264
2022-10-26,236.35,112.67,159.23,151.95,217.58,1634262
2022-10-27,155.47,181.97,170.29,100.42,221.24,9235272
2022-10-28,204.88,244.5,202.36,240.24,288.15,4506386
2022-10-31,123.48,147.75,101.64,138.62,146.93,7187768
2022-11-01,131.97,288.77,134.97,164.99,279.62,3392575
2022-11-02,109.36,237.36,287.21,156.79,110.26,5540658
2022-11-03,294.15,157.52,105.89,130.47,106.08,2543092
2022-11-04,100.77,253.8,120.2,127.14,121.75,5540811
2022-11-07,135.72,116.63,184.13,128.98,228.74,4063625
2022-11-08,222.57,294.95,246.29,293.5,206.06,1195208
2022-11-09,116.27,109.86,153.78,245.37,132.42,8839361
2022-11-10,276.38,286.69,161.19,288.02,129.58,4940633
2022-11-11,243.92,150.57,161.09,214.31,205.89,5528845
2022-11-14,293.28,251.56,274.52,166.2,291.8,3015030
2022-11-15,201.53,100.01,145.22,132.79,136.55,5587360
2022-11-16,160.08,150.85,212.48,196.67,151.83,2763296
2022-11-17,209.9,249.82,299.99,198.68,124.12,2576114
2022-11-18,286.16,206.47,245.69,255.49,218.92,4836121
2022-11-21,204.15,122.99,167.27,205.69,285.35,5146131
2022-11-22,153.44,178.73,253.09,138.97,147.6,9158526
2022-11-23,275.48,175.11,290.78,262.84,194.48,2677539
2022-11-24,174.38,213.63,174.71,129.58,281.52,6767104
2022-11-25,100.28,233.6,241.6,205.78,241.66,1758873
2022-11-28,149.54,268.17,115.16,108.49,205.66,4241006
2022-11-29,163.65,199.45,279.06,173.84,227.86,5386494
2022-11-30,271.76,178.4,119.25,234.37,246.17,2019193
2022-12-01,191.7,128.8,174.59,127.74,245.7,6645542
2022-12-02,188.92,260.96,208.5,204.98,197.0,5199479
2022-12-05,167.22,242.67,152.72,207.77,156.3,3508948
2022-12-06,276.14,181.74,229.85,281.87,141.23,1256376
2022-12-07,289.01,203.69,210.89,193.33,283.72,7300539
2022-12-08,298.38,233.04,243.44,115.67,111.65,6229825
2022-12-09,175.35,132.96,170.83,129.19,167.41,3208431
2022-12-12,293.23,105.44,209.2,155.12,238.01,1227090
2022-12-13,258.38,163.5,262.44,259.79,220.01,5828274
2022-12-14,235.14,219.12,262.14,151.02,186.64,8637755
2022-12-15,148.98,197.32,242.85,221.89,120.85,7139912
2022-12-16,143.29,238.51,208.39,115.68,127.91,7996143
2022-12-19,133.21,263.94,234.65,140.43,239.3,5060784
2022-12-20,284.55,197.69,117.38,223.83,196.74,9201749
2022-12-21,158.82,126.85,194.26,119.63,167.91,5518354
2022-12-22,190.62,270.13,272.03,243.11,174.96,7623229
2022-12-23,198.79,215.0,221.47,189.82,185.74,8446732
2022-12-26,255.63,247.99,288.34,155.92,236.61,8933661
2022-12-27,268.85,240.93,152.44,274.78,220.19,6740282
2022-12-28,127.81,293.64,119.26,234.63,114.1,5424855
2022-12-29,185.38,159.06,225.32,112.84,131.5,5898143
2022-12-30,268.57,241.06,118.19,234.04,114.11,9450365
2023-01-02,263.61,173.14,256.43,139.68,106.92,2575833
2023-01-03,120.48,179.08,151.35,284.05,255.2,8433407
2023-01-04,131.28,146.12,207.75,130.75,270.19,1966945
2023-01-05,160.84,168.8,262.28,223.34,183.24,8128470
2023-01-06,115.07,289.66,257.61,148.48,293.77,3975484
2023-01-09,184.93,158.51,199.2,288.43,272.72,9398700
2023-01-10,121.52,149.2,295.17,164.89,272.08,1915657
2023-01-11,213.64,216.63,199.53,217.93,173.44,5435735
2023-01-12,149.31,151.61,155.76,125.9,290.87,4851689
2023-01-13,219.29,194.68,160.49,195.87,249.79,1457956
2023-01-16,123.51,266.84,248.73,221.77,170.74,3253848
2023-01-17,295.18,146.08,187.42,254.14,277.77,1541555
2023-01-18,286.51,185.34,183.76,211.41,100.82,4158021
2023-01-19,178.36,222.1,104.1,240.72,214.32,4653478
2023-01-20,148.44,209.13,161.06,271.82,204.03,3621852
2023-01-23,150.08,294.94,272.08,159.71,116.36,2924703
2023-01-24,196.68,236.07,260.7,168.03,272.47,8249942
2023-01-25,108.0,247.99,249.3,105.91,156.34,8600328
2023-01-26,227.94,293.39,104.63,210.85,175.27,8062782
2023-01-27,181.66,182.89,105.4,294.31,195.03,7110666
2023-01-30,175.48,171.08,162.29,247.22,263.39,5767061
2023-01-31,261.87,108.77,194.89,298.52,218.99,6134290
2023-02-01,241.81,136.84,281.95,190.87,212.79,6410873
2023-02-02,290.87,147.44,176.93,249.49,172.48,6512158
2023-02-03,170.39,136.7,157.71,132.24,155.94,4276523
2023-02-06,279.51,250.96,214.23,184.4,195.62,9475102
2023-02-07,253.99,207.18,282.94,228.72,151.15,5879008
2023-02-08,171.48,233.53,247.73,190.06,167.9,6772060
2023-02-09,224.33,264.09,271.33,105.94,188.08,4429866
2023-02-10,157.71,146.15,136.44,163.37,268.7,5842305
2023-02-13,274.88,165.18,125.13,235.21,286.1,2309154
2023-02-14,122.49,241.67,208.81,179.04,265.95,3951062
2023-02-15,142.49,178.55,239.47,189.68,205.14,3252016
2023-02-16,136.61,105.85,291.0,271.24,242.31,8663853
2023-02-17,180.61,186.99,174.31,153.88,167.04,8476678
2023-02-20,249.05,281.65,169.31,223.19,191.84,3012524
2023-02-21,205.38,181.8,203.17,269.15,288.1,8790035
2023-02-22,197.54,166.45,236.99,261.43,170.99,4441662
2023-02-23,100.11,297.91,213.2,147.74,134.6,1719958
2023-02-24,185.08,228.88,244.61,110.22,194.42,1067899
2023-02-27,112.71,173.2,176.06,155.37,230.52,5660664
2023-02-28,141.65,120.4,272.44,135.28,125.3,9941724
2023-03-01,286.48,257.57,136.6,105.54,124.42,2790871
2023-03-02,143.08,241.61,163.18,160.87,160.74,5348164
2023-03-03,271.67,284.38,254.74,204.16,281.53,1804221
2023-03-06,260.58,143.46,167.13,230.06,234.92,5167783
2023-03-07,131.83,122.98,233.63,175.58,144.39,4988616
2023-03-08,221.14,244.81,157.56,140.86,220.7,7759156
2023-03-09,123.13,140.68,137.42,213.86,232.05,3802168
2023-03-10,245.58,135.22,160.15,250.47,204.61,2574593
2023-03-13,227.49,163.96,277.4,238.99,251.88,5544380
2023-03-14,262.39,263.37,192.18,271.4,104.95,6820881
2023-03-15,195.88,207.91,145.08,152.77,138.22,6476677
2023-03-16,282.97,109.17,164.29,200.6,293.27,7271623
2023-03-17,109.87,192.78,100.55,197.69,199.55,3719853
2023-03-20,158.58,236.8,251.16,164.32,115.3,1940187
2023-03-21,243.01,207.67,145.14,237.28,161.64,8416674
2023-03-22,183.62,214.49,219.58,126.85,100.35,9426136
2023-03-23,134.59,144.96,105.02,261.03,215.88,9022002
2023-03-24,121.44,269.55,266.9,107.32,299.9,2732964
2023-03-27,263.47,212.28,137.49,177.64,218.02,5748653
2023-03-28,194.63,242.65,100.95,221.46,222.01,4725836
2023-03-29,276.46,296.37,160.24,184.87,165.55,6830157
2023-03-30,246.66,185.64,284.1,231.14,147.41,3365789
2023-03-31,181.95,276.21,152.52,107.76,201.63,3537453
2023-04-03,174.7,101.46,200.7,273.43,279.96,3291101
2023-04-04,203.13,106.68,181.45,115.53,101.95,7864849
2023-04-05,277.81,218.06,158.85,157.55,213.93,5852042
2023-04-06,247.46,162.29,285.47,158.67,185.7,3300584
2023-04-07,101.03,149.66,257.8,102.36,224.24,6490971
2023-04-10,238.83,155.59,252.38,118.8,267.99,1930402
2023-04-11,283.9,163.68,205.22,270.38,189.81,8734424
2023-04-12,242.09,245.79,264.97,255.16,143.54,6453797
2023-04-13,135.4,213.84,191.69,247.6,175.32,2888518
2023-04-14,196.7,257.81,193.04,237.86,130.11,4232108
2023-04-17,128.06,266.04,198.75,114.91,116.98,4497733
2023-04-18,171.8,268.59,147.38,159.73,175.18,9459635
2023-04-19,287.42,182.93,284.73,101.31,225.14,2568870
2023-04-20,284.66,184.25,151.75,112.1,152.57,3119430
2023-04-21,156.57,285.25,139.63,107.58,283.14,8809655
2023-04-24,167.93,232.35,148.75,139.79,237.79,7476174
2023-04-25,220.04,116.09,263.47,111.26,237.26,9281330
2023-04-26,292.64,208.44,253.71,103.38,238.34,6593366
2023-04-27,129.56,171.2,185.42,148.98,100.34,8137192
2023-04-28,151.38,297.49,102.76,259.77,262.6,6782346
2023-05-01,274.71,102.73,295.15,111.26,283.52,6755552
2023-05-02,198.38,222.44,126.51,296.91,103.88,9716211
2023-05-03,279.79,244.72,270.28,231.52,219.66,3760342
2023-05-04,137.1,157.78,256.34,273.36,235.32,3788664
2023-05-05,206.53,294.73,287.62,232.14,139.25,4008170
2023-05-08,165.25,271.91,254.68,255.37,267.64,8224393
2023-05-09,163.31,283.13,166.27,160.16,225.17,5239312
2023-05-10,189.38,103.85,146.38,151.46,145.01,8822058
2023-05-11,186.62,213.97,175.54,232.88,293.44,2049431
2023-05-12,171.47,158.93,140.62,212.63,143.17,9395514
2023-05-15,282.99,269.81,243.91,201.13,235.72,7022526
2023-05-16,246.35,226.57,265.3,135.45,194.78,4710286
2023-05-17,245.51,207.78,229.29,146.13,244.66,9950958
2023-05-18,157.98,122.92,137.22,209.95,119.55,4381129
2023-05-19,215.54,208.04,107.48,181.98,290.51,7603542
2023-05-22,255.84,226.38,216.08,292.5,140.9,2199159
2023-05-23,259.12,291.18,192.53,210.56,144.08,9553828
2023-05-24,168.91,217.01,139.94,186.34,210.81,9704493
2023-05-25,254.17,293.48,173.62,290.12,169.95,8992751
2023-05-26,247.18,292.32,208.29,118.32,188.43,3339614
2023-05-29,128.3,230.04,226.58,154.36,107.42,7035937
2023-05-30,273.19,201.18,195.33,169.28,146.98,6031592
2023-05-31,188.26,193.2,294.28,270.7,254.71,3728047
2023-06-01,197.28,278.08,109.25,253.28,280.44,4661231
2023-06-02,189.67,105.65,231.64,160.94,146.7,4570926
2023-06-05,213.57,122.76,281.91,274.51,254.67,5937989
2023-06-06,224.23,120.41,147.31,112.51,105.79,7705577
2023-06-07,199.64,251.39,142.74,198.69,108.94,9269433
2023-06-08,273.36,167.93,252.45,230.94,178.6,6172395
2023-06-09,225.55,227.59,197.27,162.44,129.58,9996961
2023-06-12,180.29,220.76,298.44,113.83,133.23,6901370
2023-06-13,183.34,177.17,217.82,151.43,225.48,1626253
